time,bid_price,ask_price,total_volume,open_price,quote_time
2022-12-30 17:39:17.593000,,,8848146,,
2022-12-30 17:39:18.142000,118.91,118.92,8848485,,45557
2022-12-30 17:39:18.659000,118.92,118.93,8848687,,45558
2022-12-30 17:39:19.691000,118.9,118.92,8849485,,45559
2022-12-30 17:39:20.232000,,,8849486,,45560
2022-12-30 17:39:20.760000,,118.91,8850791,,
2022-12-30 17:39:21.276000,,118.92,8850792,,45561
2022-12-30 17:39:21.794000,,,8850863,,
2022-12-30 17:39:22.336000,,,,,45562
2022-12-30 17:39:22.886000,,,8850864,,
2022-12-30 17:39:23.390000,,118.91,8851411,,
2022-12-30 17:39:24.431000,,118.92,8851412,,45564
2022-12-30 17:39:24.963000,,118.91,8851422,,
2022-12-30 17:39:26.077000,,,,,45565
2022-12-30 17:39:26.588000,118.89,,8852340,,45566
2022-12-30 17:39:27.670000,,,8852341,,45567
2022-12-30 17:39:28.209000,118.9,,8852353,,45568
2022-12-30 17:39:29.267000,118.89,,,,
2022-12-30 17:39:29.773000,118.9,,8852855,,45569
2022-12-30 17:39:31.903000,,,8852905,,
2022-12-30 17:39:32.450000,118.91,118.92,8853259,,45571
2022-12-30 17:39:32.958000,,,8854250,,45572
2022-12-30 17:39:33.477000,,,8854270,,
2022-12-30 17:39:34.004000,,,8854271,,
2022-12-30 17:39:34.532000,118.93,118.94,8854628,,45574
2022-12-30 17:39:35.034000,118.92,,,,
2022-12-30 17:39:35.550000,,,,,45575
2022-12-30 17:39:36.065000,,,8854632,,
2022-12-30 17:39:36.609000,,,8854633,,
2022-12-30 17:39:37.625000,118.93,,8854683,,45577
2022-12-30 17:39:38.134000,118.92,,,,
2022-12-30 17:39:38.674000,118.94,118.95,8855866,,45578
